2026/06/17 16:26:19 dev auth user: Local Captain (usr_01kvazkkrzn50axyxgn3vw3qba)
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/routes/TV9KA5BZDP3DM6ZTE/CE53YDQR557WBX7KT HTTP/1.1" from 127.0.0.1:62468 - 200 268B in 178.459µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/workspaces/wsp_01kvazkkrzn50axyxgn7kvgybx/channels HTTP/1.1" from 127.0.0.1:62468 - 200 258B in 272.375µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/dms HTTP/1.1" from 127.0.0.1:62468 - 200 558B in 207.125µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/workspaces/wsp_01kvazkkrzn50axyxgn7kvgybx/moderation/members HTTP/1.1" from 127.0.0.1:62468 - 200 546B in 183.791µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/workspaces/wsp_01kvazkkrzn50axyxgn7kvgybx/slash-commands HTTP/1.1" from 127.0.0.1:62469 - 200 22B in 219.958µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/channels/chn_01kvazkkrzn50axyxgna3d1dee/messages HTTP/1.1" from 127.0.0.1:62469 - 200 82B in 218.458µs
2026/06/17 16:26:19 "DELETE http://127.0.0.1:18083/api/dms/dm_01kvazkm960f33k8z52b90m9rn HTTP/1.1" from 127.0.0.1:62469 - 200 12B in 359.417µs
2026/06/17 16:26:19 "POST http://127.0.0.1:18083/api/dms/dm_01kvazkm960f33k8z52b90m9rn/messages HTTP/1.1" from 127.0.0.1:62466 - 201 906B in 1.014208ms
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/dms HTTP/1.1" from 127.0.0.1:62469 - 200 558B in 200.334µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/routes/TV9KA5BZDP3DM6ZTE/DVCQXX6JHJJFBZ6X4 HTTP/1.1" from 127.0.0.1:62469 - 200 266B in 390.125µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/dms/dm_01kvazkm960f33k8z52b90m9rn/messages HTTP/1.1" from 127.0.0.1:62469 - 200 601B in 535.541µs
